Address,City,ZipCode,Bedrooms,Bathrooms,SquareFeet,ListedPrice,RentEstimate,MonthlyCost,
932 Keenland Ave ,TRUE,79932,3,2,1650,294950,1600,2644.043457,
535 Sunset Valley Ave ,TRUE,79927,4,2,1650,275000,1590,2476.990723,
14628 Meadow Lawn ,TRUE,79938,3,2.5,1747,239000,1800,2202.907471,
2305 Tony Harper St ,TRUE,79938,4,2,1467,277950,1635,2506.915283,
13628 Blackburn Ave ,TRUE,79928,3,2,1403,166000,1625,1575.027832,
12509 Eltham Dr ,TRUE,79928,4,2.5,1980,382950,2250,3453.624512,
12628 Don Norte St ,TRUE,79934,4,2,1487,234950,1600,2145.238281,
12588 Polo Norte ,TRUE,79934,4,2.5,1850,284950,1670,2569.309326,
1807 Ritzy Lou Pl ,TRUE,79928,4,2.5,2067,384950,2300,3476.251221,
13413 Carterton Ave ,TRUE,79928,4,2.5,1946,359950,1990,3231.21582,
962 Grandevole Dr ,TRUE,79932,5,3,3009,459595,1900,4048.806641,
7421 Caveson Ct ,TRUE,79911,4,2.5,2106,509950,1995,4478.829102,
5864 Kobe Bryant St ,TRUE,79924,3,2,1158,241950,1200,2155.432129,
2395 Enchanted Rock Ln ,TRUE,79911,5,3.5,2704,424950,2100,3784.788086,
7356 Enchanted Star ,TRUE,79911,4,3,2596,610650,2400,5364.590332,
14185 Strata Rock Dr ,TRUE,79938,3,2,1332,215000,1690,1990.185425,
185 Darwin Rd ,TRUE,79928,3,2,1800,70000,1995,821.3394165,
801 Durham Way ,TRUE,79928,4,3,2173,435000,2185,3878.538086,
2301 Tony Harper St ,TRUE,79938,4,2,1514,279950,1500,2507.342041,
980 Willow River Dr ,TRUE,79932,4,3,2880,550000,2800,4908.381348,
12636 Don Norte St ,TRUE,79934,4,3,1599,253950,1735,2319.393066,
2320 Enchanted Hawk Pl ,TRUE,79911,4,3,2368,410560,4319,3931.437988,
13429 Cinderford Ave ,TRUE,79928,4,2,1775,286950,1835,2605.736084,
10960 Ted Williams Pl ,TRUE,79934,3,2,1484,219900,1500,2008.121216,
6133 Will Jordan Pl ,TRUE,79932,5,3,2991,479950,1900,4218.026367,
12409 Norte Chico ,TRUE,79934,4,2.5,2048,304950,1775,2748.177734,
15109 Purpose Ave ,TRUE,79938,5,3.5,3059,414999,2250,3720.061279,
844 Acton St ,TRUE,79928,4,2.5,2026,392550,2300,3539.43335,
14541 Tierra Spring Ave ,TRUE,79938,4,3.5,2920,618750,2800,5479.929199,
13837 Paseo De Loma Ct ,TRUE,79928,4,2,1782,280950,2500,2635.655518,
856 Chillington Rd ,TRUE,79928,4,2,1865,288950,1700,2606.162842,
12456 Polo Norte ,TRUE,79934,4,2,1750,279950,1695,2530.742188,
12505 Eltham Dr ,TRUE,79928,4,2.5,1946,374950,1990,3355.916992,
14392 Tobe Davis Dr ,TRUE,79928,4,2,1467,284950,1595,2560.309326,
5636 Rio Bonito Cir ,TRUE,79932,3,3,2700,673620,2150,5858.086426,
13241 Coldham St ,TRUE,79928,4,2,1775,284950,1835,2589.109131,
7412 Norte Brasil Dr ,TRUE,79934,3,2,1371,222950,1495,2032.877075,
13395 Emerald Glass Dr ,TRUE,79928,4,3,2395,375000,2295,3392.932861,
13549 Tynemouth St ,TRUE,79928,3,2,1116,150950,1100,1386.910889,
7521 Benson Dr ,TRUE,79915,3,2,1216,140000,1600,1355.878906,
12605 Viendo Norte St ,TRUE,79934,4,2,1658,261950,1590,2368.500488,
13700 Flora Vista Ave ,TRUE,79928,4,3,2407,370000,2295,3351.365723,
13409 Carterton Ave ,TRUE,79928,4,2.5,1804,350950,1795,3132.994873,
6009 Hidden Clove Ct ,TRUE,79924,4,2,2120,304185,1875,2753.817871,
10713 Deion Sanders Dr ,TRUE,79924,4,2,1768,316950,1835,2855.138672,
3985 Desert Bluff Dr ,TRUE,79938,4,2,1568,285950,1750,2587.222656,
5901 Emmitt Smith St ,TRUE,79924,3,3,1647,302950,1670,2718.950684,
14813 Mike A Mendoza Ave ,TRUE,79938,4,2.5,2124,329500,2150,2997.272217,
972 Aqueduct Ave ,TRUE,79932,3,2.5,2098,399000,1950,3551.054932,
14064 Tierra Delfin Dr ,TRUE,79938,3,2.5,1592,229900,1850,2133.255371,
11625 Saint Martin Way ,TRUE,79936,3,2.5,1564,279500,1400,2491.601074,
804 Acton St ,TRUE,79928,4,2,2337,432750,2135,3853.832764,
6740 Marble Canyon Dr ,TRUE,79912,3,3,2513,290000,2125,2665.89209,
12329 Desert Heights Ct ,TRUE,79938,4,2.5,2801,349950,2045,3154.681641,
1516 Mescal Ln ,TRUE,79912,3,2.5,2410,295000,3800,2908.458984,
896 Chillington Rd ,TRUE,79928,4,2.5,1868,357500,1990,3210.8479,
857 Eastwell Dr ,TRUE,79928,4,3,2057,372950,2600,3412.490234,
12044 Cotton Cloud Way ,TRUE,79927,3,2.5,2050,328000,1795,2942.201904,
12801 Woolstone Dr ,TRUE,79928,3,1.5,1462,272950,2050,2515.148193,
13264 Coldham St ,TRUE,79928,3,2,1855,351522,1700,3126.350342,
533 Paseo Dulce Ave ,TRUE,79928,4,2,1579,279500,1795,2539.000977,
12608 Amesbury Ave ,TRUE,79928,4,3,1865,325950,1895,2937.159424,
2401 Tony Harper St ,TRUE,79938,3,2.5,1860,301950,1850,2732.237305,
10733 Troy Aikman Dr ,TRUE,79924,4,2,1475,272500,1295,2420.807129,
220 Emerald Stone Ln ,TRUE,79928,4,2,2000,345000,2250,3138.130127,
14560 Achim Dr ,FALSE,79928,4,2,1760,265000,1835,2423.256592,
4224 Siete Leguas Rd ,TRUE,79922,3,2,1746,279000,1545,2504.844238,
14633 Hunters Grove Ave ,TRUE,79938,3,2,2299,342500,2235,3115.546631,
12408 Addingham Ct ,TRUE,79928,4,2.5,2021,389950,2300,3517.818359,
4341 N Stanton St ,TRUE,79902,4,2,1784,295000,1470,2628.859131,
12557 Cayo Norte Dr ,TRUE,79934,3,2,1371,222950,1495,2032.877075,
13424 Cinderford Ave ,TRUE,79928,4,3.5,1930,306950,1750,2761.804443,
2805 Tierra De Moyo Pl ,TRUE,79938,4,2,1568,289950,1750,2620.476318,
4557 Gen Maloney Cir ,TRUE,79924,3,2,1862,209900,1500,1924.986938,
12485 Cayo Norte ,TRUE,79934,4,3,2048,294950,2000,2692.043457,
964 Willow River Dr ,TRUE,79932,4,3,2880,550000,2800,4908.381348,
2128 Robert Drennan Pl ,TRUE,79938,4,2,1395,220000,1650,2026.952515,
941 Gulf Streams Ave ,TRUE,79932,3,2,1650,309950,1600,2768.744629,
13829 Sky Ranger Ave ,TRUE,79928,4,2,1504,265950,1600,2402.954102,
5984 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
10625 Hidden Palm Pl ,TRUE,79924,4,3,2726,331950,2500,3059.639893,
7313 Norte Grande ,TRUE,79934,5,2.5,2420,319950,2600,2971.878906,
13584 Doncaster St ,TRUE,79928,4,2,1562,289950,1795,2625.876221,
13420 Cinderford Ave ,TRUE,79928,4,2,1865,288950,1700,2606.162842,
964 Gulf Streams Ave ,TRUE,79932,4,3,2156,344950,1900,3095.714355,
2233 Tony Harper St ,TRUE,79938,4,2,1533,285950,1775,2590.222656,
3929 Tierra Roman Dr ,TRUE,79938,3,2.5,2337,275000,1835,2506.390625,
953 Aqueduct Ave ,TRUE,79932,3,2.5,1600,365000,1700,3238.398438,
12736 Polo Norte ,TRUE,79934,4,2.5,2048,294950,1775,2665.043457,
2209 Tierra Zaria Pl ,TRUE,79938,4,3,1914,365950,1935,3274.496338,
12825 Monmouth Ave ,TRUE,79928,3,2,1658,260950,1730,2376.987061,
13098 Cleethorpes St ,TRUE,79928,4,2,1504,264950,1600,2394.640869,
51069 Sand Verbena Ave ,TRUE,79934,4,3,1868,331950,1895,2987.040039,
12620 Polo Norte ,TRUE,79934,4,2,1750,279950,1695,2530.742188,
14314 Owl Point Ave ,TRUE,79938,3,2,1796,259950,2800,2497.07373,
11600 Caballo Lake Dr ,TRUE,79936,3,2.5,1388,225000,1495,2049.919678,
3161 Sarina Cir ,TRUE,79938,4,2,1552,229995,1775,2125.045166,
621 Coxdale St ,TRUE,79928,4,2,1713,240000,1285,2149.420898,
12560 Polo Norte ,TRUE,79934,4,3,2048,294950,2000,2692.043457,
14260 John Scagno ,TRUE,79938,3,2,1053,195000,1500,1801.117065,
13364 Cinderford Ave ,TRUE,79928,4,3,1687,270950,2135,2508.721436,
12622 Zollinger Ave ,TRUE,79938,4,2,2142,324950,2095,2952.845947,
908 Crooked River Dr ,TRUE,79932,4,3,2576,492000,2500,4390.203125,
51106 Sand Verbena Ave ,TRUE,79934,4,3,1865,334950,1895,3011.980225,
5873 Kobe Bryant St ,TRUE,79924,3,2,1548,272950,1800,2485.148193,
51081 Sand Verbena Ave ,TRUE,79934,4,3,1865,331950,1895,2987.040039,
7821 Enchanted Nest Dr ,TRUE,79911,5,3.5,2704,424950,2100,3784.788086,
12368 Polo Norte ,TRUE,79934,4,3,2048,294950,2000,2692.043457,
2298 Tierra Humeda Dr ,TRUE,79938,4,2.5,1593,209999,1700,1949.810059,
7253 Dust Storm Ln ,TRUE,79934,4,2.5,2346,227999,1900,2123.45166,
6601 Imperial Ridge Dr ,TRUE,79912,4,3,2686,429999,2450,3868.762451,
7797 Enchanted Nest Ln ,TRUE,79911,5,4,2225,394150,2485,3574.934814,
7621 Enchanted Rdg ,TRUE,79911,4,3,2070,388500,3000,3589.763916,
2516 Sammy Cervantes St ,TRUE,79938,4,2,2128,419957,1875,3716.279297,
845 Acton St ,TRUE,79928,4,2.5,2058,392950,2300,3542.758545,
2501 Tony Harper St ,TRUE,79938,4,2.5,1947,319950,1700,2863.878906,
14620 Pebble Hills Blvd ,TRUE,79938,5,3,3283,525280,3000,4726.873535,
2308 Kolt Ct ,TRUE,79911,3,3,2311,360000,2650,3310.831543,
11428 Long John Dr ,TRUE,79936,3,2.5,1465,215000,1595,1978.7854,
1846 Bridle Pl ,TRUE,79911,4,2.5,1848,474950,1990,4187.259277,
5937 Ruidoso Downs St ,TRUE,79932,4,3,1560,342500,1580,3036.946533,
10061 Jamaica St ,TRUE,79924,3,2,1728,179000,1545,1673.502319,
13083 Emerald Hills Ave ,TRUE,79928,4,2.5,2083,354950,1800,3166.848633,
925 Louisiana Downs Ave ,TRUE,79932,4,2,1975,329950,2250,3013.013184,
12413 Oconnor Dr ,TRUE,79934,4,3,1599,252950,1735,2311.079834,
812 Eastwell Dr ,TRUE,79928,3,2.5,2085,357589,1800,3188.787842,
11653 Gypsum Hills Cir ,TRUE,79936,4,2,1357,190000,1450,1753.549927,
13256 Coldham St ,TRUE,79928,4,3,2000,379000,2250,3420.786377,
14600 Tierra Resort Ave ,TRUE,79938,4,3,2494,508800,2600,4541.868652,
901 Louisiana Downs Ave ,TRUE,79932,4,3,2098,440580,1900,3890.726807,
4840 Marisabel Azcarate St ,TRUE,79938,4,3,2276,305845,2600,2854.618164,
917 Gulf Streams Ave ,TRUE,79932,4,2,1750,299950,1400,2661.610596,
5672 Burning Tree Dr ,TRUE,79912,3,3,1601,351500,1900,3150.167236,
2305 Enchanted Owl Pl ,TRUE,79911,4,2.5,2321,534950,2500,4747.26416,
940 Gulf Streams Ave ,TRUE,79932,4,2,1876,319950,2100,2911.878906,
1834 Bridle Pl ,TRUE,79911,4,2.5,1955,464950,1990,4104.125,
13569 Lartington St ,TRUE,79928,3,2,1714,260000,1285,2315.689453,
12322 Wills Crescent Ct ,TRUE,79928,4,3,2169,365000,2600,3346.398438,
2705 Brady Pl ,TRUE,79935,3,2,1314,204000,1595,1887.337769,
13397 Carterton Ave ,TRUE,79928,4,2.5,1963,370950,1990,3322.66333,
7549 Enchanted Point Dr ,TRUE,79911,5,3.5,2704,404950,2100,3618.519775,
7537 Enchanted Point Dr ,TRUE,79911,3,3,1988,392950,2500,3566.758545,
7120 Lemon Tree Ln ,TRUE,79915,3,2,1714,122000,1285,1168.437378,
5872 Dalhart Dr ,TRUE,79924,4,2.5,1965,317500,1990,2878.311035,
12301 Desert Wolf Ave ,TRUE,79938,3,2,1974,305000,1595,2726.993408,
12665 Don Norte Ln ,TRUE,79934,3,2,1650,269950,1600,2436.208008,
13408 Emerald Copper Ct ,TRUE,79928,4,2,1810,325000,1995,2941.261719,
653 Paseo Dulce Ave ,TRUE,79928,4,2,1865,288950,1700,2606.162842,
816 Durham Way ,TRUE,79928,4,2.5,1946,374950,1990,3355.916992,
12732 Polo Norte ,TRUE,79934,4,3,1935,299950,1750,2703.610596,
12625 Viendo Norte St ,TRUE,79934,3,2,1371,222950,1495,2032.877075,
2057 Howard Jones Pl Unit A ,TRUE,79938,3,2.5,2190,279950,1835,2547.541992,
12252 Desert Pine Ave ,TRUE,79938,4,2.5,2070,300000,1835,2714.226074,
144 Candelaria St ,TRUE,79907,3,1,1247,139950,1400,1331.463257,
1955 Trawood Dr Apt 13 ,TRUE,79935,3,2.5,1182,160000,1425,1501.147339,
11341 Pratt Ave ,TRUE,79936,4,4,2989,529999,2250,4676.104492,
13404 Cinderford Ave ,TRUE,79928,4,2,1865,288950,1700,2606.162842,
13860 Paseo Perlas Dr ,TRUE,79928,3,2,1863,313298,1700,2808.578125,
2868 Mike Price Dr ,TRUE,79938,5,2,2341,340000,2195,3089.963135,
300 Colt Vista Pl ,TRUE,79928,4,2,1800,311950,1995,2832.771484,
12421 Norte Chico Pl ,TRUE,79934,4,3,1730,273950,1835,2497.661621,
304 Colt Vista Pl ,TRUE,79928,3,2,1660,313950,1730,2817.598389,
14306 Early Morn Ave ,TRUE,79938,4,2.5,2056,260000,1835,2381.689453,
3634 Red Cloud Pl ,TRUE,79936,4,3,2810,319999,2050,2906.286377,
10729 Troy Aikman Dr ,TRUE,79924,4,2.5,1965,317500,1990,2878.311035,
6669 Boulder Canyon Ln ,TRUE,79912,3,2.5,1742,218900,2000,2059.807861,
5021 Silver Ranch Ave ,TRUE,79934,3,2,1466,220000,1595,2020.352539,
720 Birmingham Pl ,TRUE,79928,5,3,2885,475000,3000,4308.875,
12405 Oconnor Dr ,TRUE,79934,4,2,1397,223950,1650,2059.790527,
965 Aqueduct Ave ,TRUE,79932,3,2.5,1600,365000,1700,3238.398438,
6144 River Pl ,TRUE,79932,3,2,1706,275000,1285,2440.390625,
920 Keenland Ave ,TRUE,79932,4,3,2156,354950,1900,3178.848633,
3356 Guthrie St ,TRUE,79935,3,2,1533,225000,1595,2061.919678,
1712 Robert Wynn St ,TRUE,79936,3,2,1465,275000,1595,2477.590576,
8170 Sharp Rd ,TRUE,79907,3,2,1345,139900,1600,1355.047607,
649 Moondale Dr ,TRUE,79912,3,3,2433,402500,2300,3622.151855,
13384 Emerald Glass Dr ,TRUE,79928,4,2.5,2086,329588,1800,2956.003662,
3112 Tierra Tuna Rd ,TRUE,79938,3,2.5,2230,294000,1835,2664.345703,
957 Aqueduct Ave ,TRUE,79932,3,2.5,1600,365000,1700,3238.398438,
12529 Eltham Dr ,TRUE,79928,4,2.5,1928,377950,1990,3380.857422,
12565 Cayo Norte Dr ,TRUE,79934,4,2,1338,222950,1450,2027.477173,
12436 Polo Norte ,TRUE,79934,4,3,2048,294950,2000,2692.043457,
911 Dewsbury Way ,TRUE,79928,4,3,2135,330925,2600,3063.118652,
305 Colt Vista Pl ,TRUE,79928,4,2.5,1954,346950,1990,3123.141357,
14832 Mike A Mendoza Ave ,TRUE,79938,4,2,1515,259500,1500,2337.332764,
825 Durham Way ,TRUE,79928,4,3,2407,372500,2295,3372.14917,
12761 Col Charles Branson Dr ,TRUE,79938,4,2,1338,214950,1450,1960.969727,
14649 Tierra Oviedo Ave ,TRUE,79938,4,2.5,2248,414950,2500,3749.653809,
2178 Enchanted Crest Dr ,TRUE,79911,3,2.5,2326,364999,2500,3334.390137,
13868 Paseo Sereno Dr ,TRUE,79928,4,2,1865,278950,1700,2523.028809,
13412 Cinderford Ave ,TRUE,79928,4,3,1687,270950,2135,2508.721436,
905 Gulf Stream Ave ,TRUE,79932,5,4,2704,359950,2145,3249.815674,
12615 Cody Kyle Ct ,TRUE,79938,4,2,1635,269950,1800,2460.208008,
13381 Carterton Ave ,TRUE,79928,4,2.5,1941,358950,1990,3222.902344,
6804 Echo Cliffs Dr ,TRUE,79912,4,2,2212,410000,2135,3664.702393,
937 Gulf Streams Ave ,TRUE,79932,4,2.5,2501,349950,2600,3221.281494,
488 Kingswood Dr ,TRUE,79932,5,3,3865,699000,3300,6207.081055,
12618 Zollinger Ave ,TRUE,79938,4,2.5,1830,292950,1950,2669.416504,
708 Birmingham Pl ,TRUE,79928,4,2.5,2205,402100,1995,3582.226563,
12745 Col Charles Branson Dr ,TRUE,79938,4,2,1309,211950,1450,1936.029541,
915 Dewsbury Way ,TRUE,79928,4,3,2145,330330,2600,3058.172363,
7237 Copper Nail Ln ,TRUE,79934,4,2,1471,210000,1585,1936.018311,
13837 Paseo Perlas Dr ,TRUE,79928,4,2,1635,261950,1590,2368.500488,
10464 Persephone Dr ,TRUE,79924,2,1,1587,190000,1635,1775.749878,
7440 Cimarron Rim Dr ,TRUE,79911,4,3,2273,538862,4319,4998.066406,
14568 Igor Kaleri Ave ,TRUE,79938,4,2.5,2782,324900,2045,2946.43042,
13393 Carterton Ave ,TRUE,79928,4,2.5,1823,354950,2300,3226.848633,
14536 John McNeely Ave ,TRUE,79938,4,2.5,2225,419450,1985,3725.264404,
6017 Hidden Clove Ct ,TRUE,79924,3,2,1963,302470,1500,2694.560303,
13365 Carterton Ave ,TRUE,79928,4,2.5,1801,349950,1795,3124.681641,
957 Gulf Streams Ave ,TRUE,79932,4,3,2156,344950,1900,3095.714355,
248 Farnborough St ,TRUE,79928,4,3,2266,393950,2800,3611.072021,
13873 Summer View Ave ,TRUE,79928,4,3,1667,290000,2135,2667.092041,
12753 Monmouth Ave ,TRUE,79928,4,2,1635,254950,1590,2310.306641,
15141 Purpose Ave ,TRUE,79938,3,2,1523,281500,1565,2528.027832,
920 Larkhall Pl ,TRUE,79928,3,2,1815,325450,1700,2909.602783,
2817 Sammy Cevantes St ,TRUE,79938,4,2.5,2248,414950,2500,3749.653809,
12836 Monmouth Ave ,TRUE,79928,4,2,1635,254450,1590,2306.149902,
485 Kingswood Dr ,TRUE,79932,4,5,4419,850000,3300,7462.407715,
12545 Eltham Dr ,TRUE,79928,4,2.5,1988,383950,2250,3461.937744,
5125 Bastille Ave ,TRUE,79924,3,2,1643,166600,1670,1585.415894,
8536 San Miguel Dr ,TRUE,79907,3,1,1254,111999,1400,1099.094849,
945 Aqueduct Ave ,TRUE,79932,4,2,1750,299950,1400,2661.610596,
5552 Manuel Moreno Dr ,TRUE,79934,4,2,1737,239995,1735,2203.379395,
13873 Paseo Perlas Dr ,TRUE,79928,4,3,1941,302950,1750,2728.550781,
6615 Grand Ridge Dr ,TRUE,79912,4,3,2526,389900,2300,3517.402588,
8001 Freedom Dr ,TRUE,79925,3,2,1666,245000,1750,2246.788086,
7396 Norte Grande Dr ,TRUE,79934,4,2,1397,227950,1650,2093.044189,
12836 Linstead Ave ,TRUE,79928,3,2,1724,305550,1545,2725.565674,
51073 Sand Verbena Ave ,TRUE,79934,4,3,1866,331950,1895,2987.040039,
5908 Dalhart Dr ,TRUE,79924,3,3,1647,303950,1670,2727.26416,
11334 Lake Erie Dr ,TRUE,79936,3,2,1052,170000,1400,1581.281494,
10374 Blythe Dr ,TRUE,79924,3,1,1249,124900,1100,1170.346191,
12365 Tierra Arena Dr ,TRUE,79938,3,2,1205,185000,1650,1735.982788,
1813 Bridle Pl ,TRUE,79911,4,2,1844,428950,1850,3788.041748,
3817 Vega Ct ,TRUE,79904,3,1,975,129888,1200,1223.813599,
51018 Fox Ave ,TRUE,79934,4,3,1866,331950,1895,2987.040039,
13432 Wigan Rd ,TRUE,79928,4,2.5,1815,289990,2300,2686.808838,
12517 Cayo Norte ,TRUE,79934,5,3,2250,314950,3200,3002.311768,
13179 Gusart Ave ,TRUE,79928,4,3,2440,399000,2295,3592.454834,
14943 Pebble Hills Blvd ,TRUE,79938,4,2.5,2717,325950,2045,2955.159424,
520 Cedarwood Dr ,TRUE,79928,4,2,1562,289950,1795,2625.876221,
1845 Bridle Pl ,TRUE,79911,4,3,2295,536844,4319,4981.290039,
7496 Norte Chile ,TRUE,79934,4,3,1935,294950,1750,2662.043457,
12717 Silver Streak Ave ,TRUE,79928,3,2,1963,299530,1700,2694.118896,
12673 Don Norte ,TRUE,79934,4,2,1750,279950,1695,2530.742188,
7112 N Skies Ln ,TRUE,79934,4,2,1668,168000,1590,1587.454712,
901 Warwick Rd ,TRUE,79907,3,1.5,976,164500,1095,1498.957642,
3120 Eads Pl ,TRUE,79935,4,2,1844,278000,1550,2497.130859,
940 Keenland Ave ,TRUE,79932,4,3,2156,344950,1900,3095.714355,
5848 Dalhart Dr ,TRUE,79924,3,2,1588,287500,1635,2586.30835,
956 Keenland Ave ,TRUE,79932,4,2,1750,314950,1400,2786.311768,
14489 Brianna Leah Dr ,TRUE,79938,4,2,1790,280075,2800,2664.381348,
7537 Enchanted Dr ,TRUE,79911,5,3.5,2704,404950,2100,3618.519775,
805 Acton St ,TRUE,79928,4,2.5,2077,392550,1950,3497.43335,
13075 Emerald Hills Ave ,TRUE,79928,4,2.5,2078,353950,1950,3176.535156,
841 Acton St ,TRUE,79928,4,2.5,1928,377950,1990,3380.857422,
13237 Coldham St ,TRUE,79928,4,3,1687,270950,2135,2508.721436,
712 Paseo Musical St ,TRUE,79928,4,2.5,1788,280950,1795,2551.05542,
14308 Steve Joyce Pkwy ,TRUE,79928,3,2,1077,247950,1500,2241.312744,
12867 Hidden Grove Dr ,TRUE,79938,3,2.5,2408,310900,2050,2830.642578,
13939 Sky Harbor Ave ,TRUE,79928,3,2,1489,265950,1675,2411.954102,
13456 Cinderford Ave ,TRUE,79928,5,3,2885,395000,3000,3643.80127,
12781 Viendo Norte ,TRUE,79934,5,3,2250,314950,3200,3002.311768,
7548 Enchanted Point Dr ,TRUE,79911,4,2.5,1941,435950,1990,3863.035645,
2817 Anise Dr ,TRUE,79936,2,1,972,115000,1200,1100.043335,
813 Acton St ,TRUE,79928,4,2,1882,359500,1700,3192.674805,
5929 Ruidoso Downs St ,TRUE,79932,4,2,1768,302328,1400,2681.379883,
13844 Vicki Brewer Ave ,TRUE,79928,4,2,1515,259500,1600,2349.332764,
320 Frodsham St ,TRUE,79928,4,2.5,2290,402950,1995,3589.292969,
12832 Linstead Ave ,TRUE,79928,4,2,1374,269950,1450,2418.208008,
12657 Don Norte ,TRUE,79934,4,2,1550,264950,1580,2392.240723,
7509 Enchanted Point Dr ,TRUE,79911,4,2,1635,274450,2000,2521.618408,
2363 Enchanted Rock Ln ,TRUE,79911,4,2.5,1946,439950,1990,3896.289307,
13836 Summer View Ave ,TRUE,79928,3,2,1489,265950,1675,2411.954102,
673 DE Vargas Dr ,TRUE,79905,3,1,957,117000,1200,1116.670166,
324 Frodsham St ,TRUE,79928,4,2.5,2091,380950,1800,3382.997559,
5905 Ruidoso Downs St ,TRUE,79932,5,4,2225,378250,2185,3406.751465,
1109 Del Monte St ,TRUE,79915,2,2,948,98000,1195,958.1152344,
11976 Mesquite Lake Ln ,TRUE,79934,4,2,1590,235000,1580,2143.253906,
6875 Oveja Ave ,TRUE,79912,3,2.5,1932,288000,2135,2650.465088,
2809 Tierra De Moyo Pl ,TRUE,79938,4,2.5,2173,399950,2135,3581.152588,
13857 Paseo Celeste Dr ,TRUE,79928,3,2.5,1941,335970,2135,3049.26001,
12564 Polo Norte ,TRUE,79934,5,3,2250,314950,3200,3002.311768,
14681 Meadow Lawn ,TRUE,79938,3,3,2559,318750,2195,2913.302734,
6736 Mariposa Dr ,TRUE,79912,4,2,1937,315000,1850,2840.727539,
458 Chapel Pl ,TRUE,79907,2,2,1940,149950,1700,1450.597412,
12409 Oconnor Dr ,TRUE,79934,4,2,1658,261950,1590,2368.500488,
12685 Don Norte Ln ,TRUE,79934,3,2,1650,269950,1600,2436.208008,
12505 Cayo Norte ,TRUE,79934,4,2.5,2501,319950,2600,2971.878906,
3864 Tierra Campa Dr ,TRUE,79938,4,3,2797,304500,2050,2777.436523,
7252 Copper Sky Ct ,TRUE,79934,3,2,1077,168000,1500,1576.654663,
966 Hull St ,TRUE,79928,3,2,1658,258450,1730,2356.203613,
1049 Summer Lake St ,TRUE,79928,4,2,1344,269950,1450,2418.208008,
316 Barcelona Dr ,TRUE,79905,4,2,1636,145000,1600,1397.446045,
5106 Timberwolf Dr ,TRUE,79903,5,4,4364,425000,3300,3929.203857,
11741 Queens Garden Cir ,TRUE,79936,3,2,1232,195000,1550,1807.117065,
14377 Nick Drahos Ln ,TRUE,79928,4,2.5,2002,354950,2250,3220.848633,
7421 Enchanted Point Dr ,TRUE,79911,4,3,1868,366950,1895,3278.009766,
4709 G T Powers Dr ,TRUE,79924,4,2,2128,268888,1875,2460.37915,
6524 Latimer Pl ,TRUE,79932,3,2.5,2382,315000,1845,2840.127441,
14624 Pebble Hills Blvd ,TRUE,79938,4,3,1973,354950,2250,3220.848633,
13498 Hazelwood St ,TRUE,79928,4,3,1846,294900,1750,2661.627686,
821 Stumm Pl ,FALSE,79928,2,1,1200,85000,1425,877.6407471,
875 Le Barron Rd ,TRUE,79907,2,1,1026,775000,1300,6598.900879,
705 Valley Pine Dr ,TRUE,79932,4,2.5,2536,579950,1630,5016.968262,
12765 Col Charles Branson Dr ,TRUE,79938,3,2,1371,219950,1450,2002.536865,
241 Hunstanton St ,TRUE,79928,4,2,1562,289950,1795,2625.876221,
261 Emerald Sun Dr ,TRUE,79928,4,3,2240,349000,2185,3163.58374,
13159 Cleethorpes St ,TRUE,79928,4,3,1868,335950,1895,3020.293701,
7400 Norte Brasil Dr ,TRUE,79934,4,3,1599,252950,1735,2311.079834,
12721 Tierra Monje Ln ,TRUE,79938,5,2,1984,249750,2250,2346.276855,
6140 Oleaster Dr ,TRUE,79932,4,3,2885,479950,2800,4326.026367,
13094 Cleethorpes St ,TRUE,79928,4,2,1438,264950,1750,2412.640869,
389 Caine Pl ,TRUE,79928,3,2.5,1957,289855,2135,2665.886475,
14683 Pebble Hills Blvd ,TRUE,79938,3,2,1158,227950,1325,2054.044189,
13378 Carterton Ave ,TRUE,79928,4,3,2173,395000,2185,3546.001221,
12609 Cody Kyle Ct ,TRUE,79938,4,2,2142,324950,2095,2952.845947,
939 Follifoot Pl ,TRUE,79928,4,2,1344,269950,1450,2418.208008,
853 Harpendem Dr ,TRUE,79928,4,3,2057,393950,2600,3587.072021,
14609 Tierra Nectar Ave ,TRUE,79938,3,2.5,2459,552950,1980,4834.505859,
13373 Carterton Ave ,TRUE,79928,4,2.5,1804,350950,1795,3132.994873,
12300 Tierra Volcan Ave ,TRUE,79938,3,1,936,167000,1199,1532.221191,
13099 Emerald Hills Ave ,TRUE,79928,3,2,1489,264950,1675,2403.640869,
618 N Glenwood St ,TRUE,79905,3,2,1554,90000,1350,910.2078857,
11100 Skipper Dr ,TRUE,79936,3,2,1206,200000,1325,1821.684082,
428 Jensen Ave ,TRUE,79915,4,2,1558,195000,1150,1759.117065,
6004 Hidden Row Ave ,TRUE,79924,3,2,1660,264910,1670,2402.708252,
14462 Jaclyn Marie St ,TRUE,79938,4,2.5,2235,264999,1985,2441.248047,
13881 Summer View Ave ,TRUE,79928,4,3,1667,290000,2135,2667.092041,
13158 Ludlow Ln ,TRUE,79928,4,2,1568,289950,1795,2625.876221,
5656 Burning Tree Dr ,TRUE,79912,3,2,1745,395000,2000,3523.80127,
6320 Navajo Ave ,TRUE,79925,3,2,1472,169000,1600,1596.96814,
14904 Jerry Armstrong Ct ,TRUE,79938,3,2,1315,225000,1450,2044.519653,
